screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
Rin_Burton,Darkmoon Rin-dolyn 🏳️‍⚧️ リン,"Cardiff, UK.","They/she. Friendly neighbourhood Trans Enby Goblin in a giant hat

Dice thrower, Party healer, Video game enthusiast etc",THEYDIES AND GENTLETHEMS! CHILDREN OF ALL AGES! PLEASE PUT YOUR HANDS OR OTHER APPENDAGES TOGETHER FOR THE IMCOMPAR… https://t.co/mV8LuaiVtp,no,yes,yes,no,no,no
AddictedTo_Soft,john!!! 🐶,,"John • ftm • he/him • kink stuff as well as just general nsfw, aka you'll see both fetish stuff as well as just normal spicy photos of big men 😳 • T💉 6/21/21!",RT @OodlezSinBin: Ladies gaydies and theydies I once again forgot to post to twitter anyway I'm making refs of my demons in their casual an…,yes,no,no,no,no,no
Gonzalo_fc666,Gonzalo Alonzo,,24 and not so depressed now,RT @RichieJamz: have a great weekend theydies and gentlethems https://t.co/fRJP0nH0Rj,no,no,no,no,no,no
goth_aunt_,✨Tu tia favorita✨,"California, USA",I came here to laugh. 🇲🇽🇸🇻,Non binary theydies during autumn 🍂 https://t.co/8E3EDI9nPY,no,no,no,no,no,no
estrogenelf,angela death 🖤🌹,"Portland, OR","angela | 6'3"" autistic trans non-monog lesbian 🏳️‍⚧️ | she/they | ♍️ | 💖@takeyrvitaminss 💖",maybe I'll post a lewd later for the theydies/ladies,no,yes,yes,no,no,no
ALittleBitOdd1,Zivitz,Ottawa,"Knitter. Writer. Fandom Old. 🇨🇦
https://t.co/Y0X2fzPviB","Theydies and gentlethems, I have nothing to do this afternoon and I am bored as fuck. Someone come talk to me. I sh… https://t.co/JzZGuePjzf",no,no,no,no,no,no
TatieOfficial,Crypto,Your Headphones,"I bet you think this song is about you, don’t you? ~ i write i sing ~ Follow me on IG @TatieFlare ~ Email me OfficialTatieFlare@gmail.com","RT @ImTheReasonWhy: This thread absolutely gives.
Ladies, theydies and gentlemen, please take a look.",no,no,no,no,no,no
sunny_dlite_,🐘💙🌻,,LIVING MY LIFE WITH NO REGRETS. .| 28 YEARS YOUNG| Boy Mom 💙| nursing student 👩🏽‍⚕️🩺,"RT @ImTheReasonWhy: This thread absolutely gives.
Ladies, theydies and gentlemen, please take a look.",no,no,no,no,no,no
ImTheReasonWhy,Jasmine The Great | Strategy & Stuff,,"Business owner | Brand & Biz Dev Strategist for product-based biz | Part-time bad bitch with a vision. A bio ain’t long enough…girl, just come in 😂","This thread absolutely gives.
Ladies, theydies and gentlemen, please take a look. https://t.co/bdcjtOOtYP",no,no,no,no,no,no
bblminiwheats,miniwheatz,my armpit,they/she • black • anime bitch • animal crossing addict but my island looks like poopy,"@PunSystem @straightbian @crabbyconner C. It’s the same as “gentlethems,” or “m’theydies.” It’s gross. It erases th… https://t.co/4m1a8Gm8JW",no,yes,yes,no,no,no
