screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
imstinkybill,funky bill,"nj, he/they","massive rack, massive stack, great in the sack",god rest ye merry gentlethem,yes,no,yes,no,no,no
waelwvlf,Wælwulf,,J'ai la pensée traditionnelle RIP René Guénon,"RT @SitzChristian: Hello, beautiful gentlethem. 🍀🌷🌞I know you are busy, but is messaging you through OF or Twitter DM the best way to conta…",no,no,no,no,no,no
SitzChristian,Christian Sitz,,blogger,"Hello, beautiful gentlethem. 🍀🌷🌞I know you are busy, but is messaging you through OF or Twitter DM the best way to… https://t.co/f5l25FcYcC",no,no,no,no,no,no
leftiply,sam,they/them,(com)p(u)ter scie(n)t(ist),"If I were a gentlethem scholar I would be like “I have few vices in life, but one of them is Portuguese wine”",no,no,yes,no,no,no
forsakened_star,StarKeeper,They/them,"I am a minor and I draw, I should draw more often. Did I tell you I draw?",@DelphoxOA @DewEnjoyer Thank you kind gentlethem https://t.co/zgrOR3IY0p,no,no,yes,no,no,no
ComradeSoldier,YourComradeSuperSoldier🏳️‍🌈🏳️‍⚧️,,"🚫Nazis Anti-Imperialist Anti-Capitalist No Terfs, No Swerfs #FreePalestine #M4All #BLM #translivesmatter #indigenousLivesMatter He/They","@marinaxdove Hello, beautiful gentlethem.🍀🌷 🌞I know you are busy, but is messaging you through OF or Twitter DM the… https://t.co/Xl0ZTFuVxA",yes,no,yes,no,no,no
Dedjartes,RonniePickleMcStickStick,"Northants, England.","Haiku hack, sloppy noise bucket owner, model painter, disabled health professional, gym-goer. Genuine naughty person. Kink-friendly. Wipe your feet at the door.","@BeingCharisBlog Title : The Study of a Gentlethem, Trapped By Cats. 

Medium : Sheets and Blankets.

Year : 2021

Artist : Various.",no,no,no,no,no,no
eviIconqueror,celi ✩,any ✩ 20 🇲🇽,"naturally, i'll introduce him to killua! my best friend in the world! @lovtrivia ♡","""theydies and gentlethems"" 

... this gentlethem is about to lose the gentle 😂",no,no,no,no,no,no
cunthyun,ًelera,she/her 21,#BAEKHYUN: 엘레나 잘하고 있어요!,ladies and gentlethem... her! hopefully loki and her get along or i will have to continue looking after her in my g… https://t.co/hRJLez7jc4,no,yes,no,no,no,no
r0ksu,wren,he/blood/nya/it,i can be your angle.... or yuor devil,"one time someone i was talking to on amino called me a ""gentlethem""",yes,no,no,yes,no,no
whyselewhy,sel,she/her 🇦🇷,quirk: head empty 🌈 21🌈 she-ra 🌈 clarinete 🌈 golosa 🌈 gay omens 🌈 dip y pip 🌈 troye sivan 🌈 my starlight @trashmouthrobin💫,"ladies and gentlethem,
my pc y yo https://t.co/Xdp5eYChzi https://t.co/cnSwhCayEs",no,yes,no,no,no,no
leafcollectorsu,"freelance artist, i collect leaves and books","Fairbanks, AK","yt 33 she/her pro Indigenous rights, pro reparations, pro M4A, living respectfully on Gwich’in Athabaskan land.","@amrosela Person, ma’am, sir or GentleThem - I am almost positive that I have way more in common with you, than eit… https://t.co/p6xItAy09n",no,yes,no,no,no,no
akhmourn,myde 🍃 @UOAP,@dragonbpiece 💕,chemically imbalanced but right about a lot of things 💫 master of identity crises 💫 Myde Serilis on Crystal➡Diabolos,"unrelated note. someone pointed out, not directly to me but within my Scope as it were, that slowly the public perc… https://t.co/MiLtHBBpqn",no,no,no,no,no,no
MykalWane,Mykal #stoptheshock,76049 Texas ,"I'm an honorable idiot, baka-san.   @bruceyan Bruce Yan did Header  @matte_bat_ did avatar
pronouns she/he/they

You give me clip I make gif","RT @cosmignon: Finished commission for @Spacialshepherd! Presenting the esteemed Professor Anthony Scunthorpe-Fortesque, a gentlethem of cl…",yes,yes,yes,no,no,no
cosmignon,✨Cosmignon✨ Commissions Open ✨,,"Sara ✨ she/her ✨ 24 y/o ✨ Illustrator, Comic Artist ✨ 🎨 Looking for Work 🎨 Commissions Open ✨✉️sara.devoe@yahoo.com ✨","RT @cosmignon: Finished commission for @Spacialshepherd! Presenting the esteemed Professor Anthony Scunthorpe-Fortesque, a gentlethem of cl…",no,yes,no,no,no,no
GnrZeroRecall,The Broken Zero Recall,"Arkansas, USA","The world looks better when you're falling.
Brace to comfort enough to crawl.


Pronouns are wrong and here, cause I'll never be right thurr",#LegDay. Why the hell do I torture myself with Leg Day?  Oh yea. That #zombieapocalypse training. Pray it doesn't s… https://t.co/mDmFMWZIgY,no,no,no,no,no,no
sammymowrey,Sammy Mowrey,"Los Angeles, CA","America's lil buddy. Adult Swim. Featured in Vice, The Atlantic. Host Femmes The Rules, Permanent Vacation and @therapy4menpod they/them",Do not speak to me or my gentlethem again!!$$ https://t.co/e30oznZqqC,no,no,yes,no,no,no
FANTIPodcast,FANTI,Los Angeles,"A @MaxFunHQ show about the ppl, places and things we’re FANs of but sometimes have some ANTI feelings toward, w/ @trevellanderson & @jarretthill.","RT @_DomiBoi_: Good Morning Theydies and Gentlethem!!

(Got that from my friend @JarrettHill. He says it sometimes on the intro to @FANTIPo…",no,no,no,no,no,no
_DomiBoi_,D•O•M•I•N•I•C,"Atlanta, GA",IG: _domiboi_ | WSSU Alumnus | #TeamCapricorn | NC born GA livin,"Good Morning Theydies and Gentlethem!!

(Got that from my friend @JarrettHill. He says it sometimes on the intro to @FANTIPodcast )",no,no,no,no,no,no
fleetfoxxes,The Alliance of Magicians (taylor's version),they/fox,"fox folk, osdd sys • they/fox • radinclus • bodily 15 • desi • @anarchofoxists is our discourse acc

❤️ @femb0ycookie ❤️ @AshTheEnby2005 ❤️ @spamtonsys ❤️",this is an official Fox Folk declaration that you may call us a theydy or a gentlethem or any sort of special nonbi… https://t.co/pCIcTGSsPd,no,no,yes,no,no,no
yaatoraa,sam,15 any,blue period changed my life,@yeosangsbf idkkk it just reminds me of the mytheydy/gentlethem shit on tiktok,no,no,no,no,no,no
mupela,Pela (they/she),"London, England",a friendly gentlethem doing design things to pay the bills 🏳️‍⚧️👨🏿‍💻,"&amp; on that note, help a gentlethem out by sharing &amp; or donating pls 💜 https://t.co/OdcWpBt88R #TransCrowdFund #gfm #nonbinary",no,no,no,no,no,no
vampirpisse,♥︎ dino ♥︎ (lini fanclub) ♥︎,☀︎cap ◐pisces ↑leo  |  intj,"he/they | offizieller lini fanaccount         ㅤㅤㅤowner: @privdvstㅤ                         
melancholie & nsfw: @ohjedino",@wormbinary ladey? sorry... gentlethem? sorry... ladey? sorry... gentlethem? sorry...,yes,no,yes,no,no,no
4x15am,smiecht 🐤💘🐗,amsterdam ★ pfp by @stinkbrat,"🔞 they/them ⬩ 28 ⬩ bi ⬩ ace ⬩ here be witchers and monsters.
teeth, teeth, TEETH, TEETH!",@Aleatory_Fox GENTLETHEM.. I LOVE THAT,no,no,yes,no,no,no
Aleatory_Fox,"Well, That Eskel-ated Quickly",TWN is #notmywitcher,"The Witcher | LoTR | Hades | Games, TTRPG, Comics & Books | Writer, he/they, 30, UK | 🏳️‍🌈🔞| Icon by @artlarks | Banner by @cylinankamo | Only Way Is Eskel","@4x15am Smiecht, you are a gentlethem and a scholar, thank you! ♥️",yes,no,yes,no,no,no
vheadbutt,The V of November (they/them!),Trash mountain,suddenly! 🏳️‍🌈🏳️‍⚧️,@ovmoro @MCPandaman This is why I’d much prefer to fly by zeppelin. That’s a gentlethem’s travel.,no,no,no,no,no,no
hsgrsce,grace ☁️,"Glasgow, Scotland | she/her 🌈",make tiny changes to earth / @UofGlasgow graduate / MLitt student @UniStrathclyde🦋,RT @shannondaly__: Yoda is a gentlethem,no,yes,no,no,no,no
shannondaly__,shannon 🦋,"Hamilton, Scotland📍 she / her",,Yoda is a gentlethem https://t.co/4laXAXcbAL,no,yes,no,no,no,no
AaahDiana,diana³⁶⁹🥝 |☆ COPENHAGEN ERA☆claims track 6 on lt2,"✗✗
⏝ #nobodyislistening","~can't get through the glass~                              
   
         i dont like labels :)
she /her
pfp credits : @kafrinart","ladies, gentlemen and gentlethem,✨ELIN✨ https://t.co/3ReS84O8QI",no,yes,no,no,no,no
MeudesteAdkins,30 🧣,"Ile-de-France, France","she/her • Smart Sexy and Powerful, a Diva 💋","@Adele icon legend herstory maker, ladies and gentlethem, Her",no,yes,no,no,no,no
kirkhammer_,werewolf husband 🏳️‍🌈,icon by @laur_rants ! ,"Lukan. he/him. 24. “not involved in cannibalism”. Yharnam tour guide, lizard dad, bug ambassador. Black lives matter. trans rites. 🖤🔥@ares_xix🌩️🖤",Theydies and gentlethem I got. My fucking record store job back,yes,no,no,no,no,no
michaels0ft,📂,,174BPM,"THEYDIES AND GENTLETHEM: TOUCH THEIR THIRD EYE, CHICAGO https://t.co/0m6wBQhqH9",no,no,no,no,no,no
BeaCeD,Pecorina,A un tweet de ti,El adulting se me hace cuesta arriba. Retuiteadora profesional,RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
nagatomihasumi,floor p㋐ncakes🥞 @ gay ghost hunting show🐈🕸️🐥,"L. O. V. E. ラブリーハスミ, UK","charlie/23/trans agender ideaguy
HasumiP and constantly ill SweetsHolic🍰 my interests are wide and varied🍨they/he 🥞idol lover with the hasumi pfp",RT @chorizamay: Ladies and Gentlethem... Me:,yes,no,yes,no,no,no
AL0YSI0US,Aloysious,Occupied Duwamish Land,"Queer, Polyamorous Autigender & Anti-War Veteran of Color who is also AUTISTIC AS FVCK @sourcecred @tecmns @ShineDAO_ @DefiOptionsDAO @powerdada","You: feminine 
🌈 My queerness: asking my gender If I should respond by saying ""divine theminine"" or ""gentlethem"" is… https://t.co/4RNeutxIs4",no,no,no,no,no,no
d1k4chu,candi ♡´･ᴗ･`♡,ar 55 | 16 | taken,( they / she ) adoredian on insta,"""theydies ans gentlethem"" id rarher you call me a slur",no,yes,yes,no,no,no
the_colombian96,martin🔜freakfest🔜LAN🔜sullivan king🔜ubbi dubbi,"Rockwall, TX",,RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
el_chisi,Chisi💜,Find me in the shallows,Ancora Imparo. futuro guía montessori    https://t.co/IWmcpNbRDK,RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
gildedobsidian,ryan ♡’s rhys,"18, -75, 19 
ic: @irrttggg",he/they dwt ceo . . talk to me @rhysislunar,@dreamsecretclub hi skrunkly my little tootsie roll hope you’re doing well today my theybie baby my little gentleth… https://t.co/O7lwMJZCNU,yes,no,yes,no,no,no
CommieSpriggan,Sprig the Twig 🌿 (They/Them),Occupied Chesapeake land,Angry Genderless Tree Person | I don't fuck with bigots or cops. | 🏳️‍🌈🇱🇧 | #ActuallyAutistic #Disabled #WorkersRights | pfp by @makowwka,"@ActuallyGodlike trying to learn how to stop being St Sprig, our Gentlethem of Infinite Chances",no,no,no,no,no,no
GoldbridgeKathy,Kathy Goldbridge,,"Tweeting shit about TV... Love Island, SCD and Drag Race 💁‍♀️
My name is not Kathy
slowly morphing into a Denali stan account",RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
bodyartbrandon,Brandon McGill (The Magician),"Phoenix, AZ","Award winning multi-media artist, featured in Films, Books,  TV, Music Videos, Games, and Tarot. Click my bio link to support my Kickstarter or Patreon! 🧙‍♂️",... Yes I'm wearing it right now! #TiffanyAndCo  #Gentlethem #nonbinary https://t.co/TdZvN7WAI4,no,no,no,no,no,no
vayaquenonina,El Pato 2.0,nada,"Maricón, yo me quedo tuerta! que diga muerta!",RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
nbhdwentz,Maisie🖤,🇬🇧🏴󠁧󠁢󠁷󠁬󠁳󠁿,24/7 • she/they,RT @chorizamay: Ladies and Gentlethem... Me:,no,yes,yes,no,no,no
ayuor103,EGGS911,"Madrid, Comunidad de Madrid",Como dijo un grande: Hay demasiadas personas en la Tierra. Necesitamos una nueva plaga.,RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
AguFreeFallen,Agus💪🏾🐼👑,"Madrid, Comunidad de Madrid",#Malagueño #Spanish #Viajero #Cofrade #EuroFan #Peregrino #TVworker ENJOY!🌈,RT @chorizamay: Ladies and Gentlethem... Me:,no,no,no,no,no,no
