screen_name,name,location,bio,tweet,he/him,she/her,they/them,it/its,xe/xem,ze/zir
t34doll,rosebud,marxist-leninist ☭,"dressed in silk, latin lace, and envy 🥀","@t1nyb0dy &gt;wanna call the buff transman chad a woman
this is p much buck angel's thing now, except he's the buff trans man",no,no,no,no,no,no
t1nyb0dy,baby is cold ❄️ | 161 💞 1312,сука 💗 any pronouns,"18 | 5”0’ zapatista 🇲🇽📈BA ‘24. polisci/bio minor. fascismo no tiene propósito. pro-unidad de nosotros en america latina. 8w7, ENTP, sigma.",Idk how ppl can be like ‘you aren’t a real woman/man!’ To ppl who are trans and they literally look like the gender… https://t.co/bEPFi0Jmjr,no,no,no,no,no,no
Easley__,easley,my home,"T1D, non-binary, disabled, she/they, fighting game TO
https://t.co/F0XDRgftgP
🏳️‍⚧️","@sasugakirin @fuchsbauinfo @CatsCavern @KindaSkylar @CaseyExplosion also part 6 arguably has a transman in it, atle… https://t.co/LCtjUzYQYR",no,yes,yes,no,no,no
A_V_Stephen,Adeline Virginia Stephen,Germany,"Radical feminist vegetarian cyclist who likes books, movies and music. Mother.",@STILLTish @tealou @TwelveDaisies @HumnApeCreature @joyously_april @janeclarejones Me neither. She has one follower… https://t.co/aDLZg64zO3,no,no,no,no,no,no
digitsmoney,#DigitsMoney,usa,-Sr Design engineer -Fuel Systems,"@360_trader WTFfff  is going on, to treat a minority find them a name not to change the whole world fundamentals.
H… https://t.co/lC1XbTzlfn",no,no,no,no,no,no
zithric,WILL !!,any prns | nd | bi,🏳️‍🌈 @scarIovebots kitten,"RT @EMOCATGENDER: ————•🖤* . • + . * 
• He | Him
• Transman | Gay | Taken
• Minor | Aquarius 
• #Warriors fan , #madcom fan&lt;3
————•🖤* . • +…",no,no,no,no,no,no
LifeExpands,Life Expands,United Kingdom,‘Life shrinks or expands in proportion to one’s courage’ - Anais Nin. Enviro-mental. Not right. Not left. Sex not gender,"@Bathilde77 @jowancollier @swanalien @newfielover41 @JohnCleese Ah, but how does the hospital know they have a pros… https://t.co/4anUkCXZtH",no,no,no,no,no,no
tev_thetrainer,Tevin Deshaun Harris,"Chicago, IL","Success is built atop the shoulders of others, meaning we are all in this together. ❤️ /Lowkey my shitpost account but still “believe and achieve!”","And, to tell a transman (specifically focusing on this group because they’re more likely than transwomen  - assigne… https://t.co/KaSj1hxIO4",no,no,no,no,no,no
Shatterface,Shatterface,Arkham Asylum,Something went wrong.  Try again.,@janeclarejones No mutuals and the only name I even recognise in Cade’s followers is Buck Angel. So the evidence th… https://t.co/NCBwOoEqm7,no,no,no,no,no,no
sk_radical,𝓢𝓤𝓔~☆,México,"ni cis ni privilegiada, si tienes vulva eres explotada 🥀",RT @drxnkfem: how tf do u feel a sense of wonder that a transman is pregnant when the entire reason they can get pregnant is because theyre…,no,no,no,no,no,no
